word,defid,score,place,rankings,average_ranking,std_ranking,equal,log_bin,familiar,meaning_opinion,proper_noun,formal
new zealand,5257703,1873,0,"[2, 2, 3, 2, 2]",2.2,0.4,"['none', 'none', 'all_offensive', 'none', 'none']",6,familiar_yes,opinion,proper_noun_yes,formal_yes
tramp,975942,-15,2,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
zeina,7767324,-6,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_yes,formal_no
shisty,696042,92,1,"[2, 2, 2, 2, 2]",2,0,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,both,proper_noun_no,formal_no
gumba,987614,280,0,"[3, 3, 3, 3, 2]",2.8,0.4,"['non_offensive', 'none', 'none', 'non_offensive', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
football,609151,845,1,"[1, 2, 1, 1, 1]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",6,familiar_yes,meaning,proper_noun_no,formal_yes
jesus,1301701,12106,1,"[2, 2, 3, 2, 1]",2,0.632455532,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'none']",8,familiar_no,opinion,proper_noun_yes,formal_no
cookie,757489,1057,1,"[1, 2, 1, 2, 2]",1.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
lmf,6175541,0,2,"[3, 3, 1, 1, 3]",2.2,0.979795897,"['all_offensive', 'none', 'none', 'all_offensive', 'all_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
hoser,2229,713,1,"[3, 3, 3, 3, 2]",2.8,0.4,"['none', 'none', 'none', 'none', 'all_offensive']",5,familiar_no,meaning,proper_noun_no,formal_no
snuke,2338057,114,1,"[1, 3, 3, 3, 3]",2.6,0.8,"['all_offensive', 'all_offensive', 'all_offensive', 'non_offensive', 'all_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
sellers,1777703,-3,2,"[3, 3, 2, 3, 2]",2.6,0.489897949,"['none', 'all_offensive', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
cletus,4553982,98,2,"[3, 2, 2, 2, 3]",2.4,0.489897949,"['none', 'non_offensive', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_yes,formal_no
negro,1062465,1529,1,"[2, 1, 1, 1, 2]",1.4,0.489897949,"['non_offensive', 'none', 'non_offensive', 'none', 'none']",4,familiar_yes,meaning,proper_noun_no,formal_no
dope,169328,10101,0,"[1, 3, 1, 2, 1]",1.6,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'none']",7,familiar_yes,meaning,proper_noun_no,formal_no
sluffin,5089794,31,1,"[2, 1, 2, 1, 1]",1.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
stocker,4999412,53,0,"[2, 2, 2, 3, 2]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_unclear
misty,3234897,251,2,"[1, 1, 2, 2, 2]",1.6,0.489897949,"['none', 'non_offensive', 'non_offensive', 'none', 'non_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
nutella,3666864,666,1,"[3, 2, 2, 2, 1]",2,0.632455532,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,opinion,proper_noun_no,formal_no
fagbag,60726,102,0,"[1, 2, 1, 1, 1]",1.2,0.4,"['none', 'all_offensive', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
andrew,5588222,5571,1,"[3, 2, 3, 2, 1]",2.2,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",7,familiar_no,opinion,proper_noun_yes,formal_no
neat-o,259616,72,0,"[3, 3, 3, 2, 2]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
blorth,1127713,4,0,"[2, 2, 2, 2, 2]",2,0,"['all_offensive', 'none', 'none', 'none', 'none']",1,familiar_no,meaning,proper_noun_no,formal_no
lauren,3058635,8956,1,"[3, 2, 1, 3, 3]",2.4,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'none']",7,familiar_no,opinion,proper_noun_yes,formal_no
tramping,1098649,8,2,"[2, 2, 1, 1, 3]",1.8,0.748331477,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
windows vista,1396391,1364,0,"[3, 2, 1, 2, 3]",2.2,0.748331477,"['non_offensive', 'all_offensive', 'all_offensive', 'none', 'none']",5,familiar_yes,meaning,proper_noun_no,formal_yes
std,5476509,0,2,"[2, 1, 3, 1, 2]",1.8,0.748331477,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'non_offensive']",6,familiar_no,meaning,proper_noun_no,formal_yes
desi,1145091,1601,0,"[2, 3, 2, 2, 2]",2.2,0.4,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
muffin,538715,1059,1,"[3, 3, 3, 2, 2]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,opinion,proper_noun_no,formal_no
slap,504357,874,0,"[2, 2, 2, 3, 3]",2.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
christian,5920286,50,2,"[2, 2, 2, 2, 2]",2,0,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
internet explorer,950343,2954,1,"[3, 3, 2, 3, 2]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",6,familiar_yes,opinion,proper_noun_no,formal_yes
dylan,3572036,2926,1,"[2, 3, 2, 2, 3]",2.4,0.489897949,"['none', 'non_offensive', 'non_offensive', 'none', 'none']",7,familiar_no,meaning,proper_noun_yes,formal_unclear
metal,274089,3544,0,"[3, 3, 3, 1, 3]",2.6,0.8,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'non_offensive']",7,familiar_yes,meaning,proper_noun_no,formal_yes
apple,7011995,1,2,"[2, 2, 2, 2, 2]",2,0,"['none', 'none', 'none', 'none', 'none']",7,familiar_yes,opinion,proper_noun_yes,formal_yes
herb,208696,852,1,"[3, 1, 2, 3, 3]",2.4,0.8,"['all_offensive', 'none', 'all_offensive', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
uk,4907209,243,0,"[2, 2, 2, 2, 2]",2,0,"['none', 'non_offensive', 'none', 'none', 'none']",4,familiar_yes,meaning,proper_noun_yes,formal_yes
pms,48456,3052,1,"[1, 1, 1, 2, 3]",1.6,0.8,"['none', 'none', 'none', 'all_offensive', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
zactly,2988073,14,1,"[2, 2, 2, 3, 2]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
dude ranch,3087625,18,1,"[1, 2, 1, 1, 3]",1.6,0.8,"['none', 'non_offensive', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
wad,2733322,-2,2,"[2, 3, 3, 3, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
yaoi,2863390,15,2,"[1, 1, 1, 2, 3]",1.6,0.8,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
wisconsin,1140948,-83,2,"[1, 1, 1, 3, 2]",1.6,0.8,"['all_offensive', 'none', 'none', 'non_offensive', 'all_offensive']",6,familiar_no,opinion,proper_noun_yes,formal_no
nolan,3863068,1203,1,"[1, 2, 2, 2, 2]",1.8,0.4,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",5,familiar_no,opinion,proper_noun_no,formal_no
northern ireland,1931728,236,0,"[2, 3, 2, 2, 2]",2.2,0.4,"['none', 'non_offensive', 'none', 'non_offensive', 'none']",4,familiar_no,meaning,proper_noun_yes,formal_yes
bird,14803,1684,1,"[1, 2, 2, 1, 1]",1.4,0.489897949,"['none', 'none', 'none', 'non_offensive', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
pipe it,8058862,6,1,"[2, 2, 3, 3, 2]",2.4,0.489897949,"['none', 'none', 'none', 'none', 'all_offensive']",1,familiar_no,meaning,proper_noun_no,formal_no
dad,3182265,872,1,"[2, 2, 2, 2, 1]",1.8,0.4,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
this bitch,5460563,19,2,"[1, 1, 1, 1, 2]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
stupie,3308239,25,0,"[3, 2, 3, 3, 1]",2.4,0.8,"['none', 'none', 'none', 'none', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
school,179913,8525,1,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",9,familiar_yes,opinion,proper_noun_yes,formal_yes
schwasted,341856,144,1,"[2, 3, 3, 3, 3]",2.8,0.4,"['non_offensive', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
vpilf,3340312,206,0,"[1, 1, 2, 3, 3]",2,0.894427191,"['all_offensive', 'all_offensive', 'all_offensive', 'all_offensive', 'none']",8,familiar_no,opinion,proper_noun_no,formal_yes
why did you look this up?,9777444,0,0,"[3, 1, 3, 2, 1]",2,0.894427191,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",5,familiar_no,opinion,proper_noun_no,formal_yes
doozy,283221,381,0,"[2, 3, 2, 2, 2]",2.2,0.4,"['non_offensive', 'non_offensive', 'non_offensive', 'none', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
losh,57239,17,0,"[2, 1, 3, 3, 3]",2.4,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
squidgy,504457,153,1,"[1, 1, 3, 1, 2]",1.6,0.8,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
playstation,5136001,-44,2,"[3, 3, 2, 3, 3]",2.8,0.4,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",4,familiar_no,both,proper_noun_yes,formal_no
shiv,5474715,2,2,"[3, 3, 3, 2, 1]",2.4,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",4,familiar_yes,meaning,proper_noun_no,formal_no
cod,5169139,689,1,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,opinion,proper_noun_no,formal_no
hilary duff,550216,4569,0,"[2, 2, 3, 3, 2]",2.4,0.489897949,"['all_offensive', 'none', 'none', 'none', 'all_offensive']",7,familiar_no,opinion,proper_noun_yes,formal_no
pimp,4967278,-27,2,"[3, 3, 3, 3, 2]",2.8,0.4,"['none', 'none', 'non_offensive', 'none', 'none']",8,familiar_no,meaning,proper_noun_no,formal_no
uggs,5562681,7,2,"[3, 2, 2, 2, 2]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,opinion,proper_noun_no,formal_no
bunkie,3710179,1,1,"[3, 3, 1, 2, 1]",2,0.894427191,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_yes,formal_no
color,651478,3,2,"[2, 2, 2, 2, 3]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",3,familiar_yes,meaning,proper_noun_no,formal_yes
pud,7471172,-7,2,"[3, 3, 3, 3, 1]",2.6,0.8,"['none', 'non_offensive', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
heidi,6150453,227,2,"[1, 3, 1, 2, 2]",1.8,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",4,familiar_no,opinion,proper_noun_yes,formal_no
trex,6990887,-2,1,"[1, 2, 1, 3, 3]",2,0.894427191,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
thread,5803139,35,2,"[2, 2, 2, 2, 3]",2.2,0.4,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
honda civic,1240745,607,0,"[3, 1, 3, 3, 2]",2.4,0.8,"['none', 'non_offensive', 'none', 'all_offensive', 'all_offensive']",4,familiar_yes,both,proper_noun_yes,formal_no
asshole,13786,16624,0,"[2, 2, 2, 2, 1]",1.8,0.4,"['none', 'none', 'none', 'none', 'none']",8,familiar_no,opinion,proper_noun_no,formal_no
buzzed,3133936,300,1,"[2, 1, 1, 3, 2]",1.8,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_yes,meaning,proper_noun_no,formal_no
paris hilton,862371,18316,0,"[1, 3, 2, 2, 2]",2,0.632455532,"['none', 'none', 'none', 'none', 'none']",8,familiar_no,meaning,proper_noun_no,formal_no
bridge to nowhere,3348221,16,1,"[2, 3, 2, 2, 2]",2.2,0.4,"['none', 'none', 'none', 'all_offensive', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
woah,476814,85,1,"[3, 2, 1, 1, 3]",2,0.894427191,"['non_offensive', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
sex,1539760,214260,0,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",9,familiar_yes,opinion,proper_noun_no,formal_no
imbecile,935273,189,2,"[3, 3, 3, 3, 3]",3,0,"['non_offensive', 'none', 'none', 'none', 'none']",3,familiar_yes,meaning,proper_noun_no,formal_yes
emo kid,1280110,-24,2,"[1, 1, 2, 2, 2]",1.6,0.489897949,"['none', 'none', 'none', 'none', 'all_offensive']",7,familiar_no,opinion,proper_noun_no,formal_no
los angeles dodgers,273579,108,1,"[2, 3, 3, 3, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",2,familiar_yes,meaning,proper_noun_no,formal_yes
fake,2381669,45,2,"[1, 1, 3, 1, 3]",1.8,0.979795897,"['all_offensive', 'all_offensive', 'all_offensive', 'all_offensive', 'none']",6,familiar_no,opinion,proper_noun_no,formal_no
frampy,4386329,4,1,"[2, 2, 1, 1, 1]",1.4,0.489897949,"['none', 'none', 'all_offensive', 'none', 'none']",1,familiar_no,meaning,proper_noun_no,formal_no
silverback,295960,128,0,"[1, 3, 1, 1, 1]",1.4,0.8,"['non_offensive', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
nutter butter,9957968,22,0,"[3, 2, 3, 2, 3]",2.6,0.489897949,"['all_offensive', 'all_offensive', 'all_offensive', 'all_offensive', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
shallow,1343177,1339,1,"[2, 1, 3, 3, 1]",2,0.894427191,"['non_offensive', 'non_offensive', 'all_offensive', 'none', 'none']",5,familiar_yes,meaning,proper_noun_no,formal_yes
french breakfast,2774555,-22,2,"[1, 1, 1, 1, 2]",1.2,0.4,"['none', 'none', 'none', 'none', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
trap,6520717,-7,2,"[3, 3, 2, 3, 2]",2.6,0.489897949,"['none', 'none', 'non_offensive', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
chicken dipper,3702380,13,0,"[1, 1, 2, 1, 1]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
charlie,5818917,2246,0,"[2, 3, 1, 1, 1]",1.6,0.8,"['none', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",6,familiar_no,opinion,proper_noun_yes,formal_no
stick figure,2156729,111,0,"[1, 1, 1, 2, 1]",1.2,0.4,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'none']",2,familiar_no,opinion,proper_noun_no,formal_no
guido,220973,4765,1,"[2, 3, 2, 3, 2]",2.4,0.489897949,"['all_offensive', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
bootyful,641754,29,1,"[2, 3, 1, 3, 1]",2,0.894427191,"['none', 'none', 'all_offensive', 'none', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
the tony danza,4065,-3,1,"[2, 1, 2, 3, 1]",1.8,0.748331477,"['all_offensive', 'all_offensive', 'all_offensive', 'all_offensive', 'all_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
kkk,101764,3906,1,"[3, 3, 3, 3, 3]",3,0,"['all_offensive', 'none', 'none', 'none', 'none']",6,familiar_yes,meaning,proper_noun_no,formal_no
real world,176772,320,1,"[3, 2, 3, 3, 3]",2.8,0.4,"['none', 'none', 'none', 'non_offensive', 'none']",4,familiar_yes,meaning,proper_noun_no,formal_yes
slap,3630342,3,2,"[3, 3, 3, 2, 2]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
country,1581804,223,1,"[1, 1, 3, 3, 1]",1.8,0.979795897,"['none', 'none', 'non_offensive', 'non_offensive', 'none']",4,familiar_yes,both,proper_noun_yes,formal_yes
panda,2726086,731,1,"[2, 3, 3, 3, 2]",2.6,0.489897949,"['none', 'none', 'none', 'none', 'non_offensive']",7,familiar_yes,opinion,proper_noun_no,formal_no
rank,645128,618,0,"[1, 1, 3, 1, 2]",1.6,0.8,"['non_offensive', 'all_offensive', 'non_offensive', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
linkin park,1437070,1660,1,"[3, 3, 2, 2, 1]",2.2,0.748331477,"['none', 'non_offensive', 'none', 'none', 'non_offensive']",6,familiar_no,meaning,proper_noun_no,formal_no
ryan,1989892,11498,0,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
rape,9975011,1,2,"[1, 2, 1, 1, 1]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",7,familiar_yes,meaning,proper_noun_no,formal_no
cheeky bastard,7515352,6,1,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'all_offensive', 'none', 'none']",2,familiar_yes,meaning,proper_noun_yes,formal_yes
manizer,1651211,85,1,"[3, 2, 3, 3, 3]",2.8,0.4,"['none', 'none', 'all_offensive', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
meh,212681,57,2,"[2, 2, 1, 2, 2]",1.8,0.4,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",8,familiar_yes,meaning,proper_noun_no,formal_no
harry potter,233361,8928,0,"[2, 2, 2, 2, 2]",2,0,"['none', 'none', 'none', 'non_offensive', 'none']",7,familiar_no,meaning,proper_noun_yes,formal_no
sean,3775008,-61,2,"[2, 2, 3, 2, 2]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_yes,formal_no
sweek,8314260,23,0,"[2, 1, 1, 2, 2]",1.6,0.489897949,"['none', 'non_offensive', 'non_offensive', 'none', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
hot boxing,777084,625,0,"[2, 1, 3, 1, 1]",1.6,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'none', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
gii,4266893,36,0,"[1, 1, 1, 1, 2]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",1,familiar_no,meaning,proper_noun_no,formal_no
true dat,664068,-5,2,"[3, 1, 1, 3, 2]",2,0.894427191,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'non_offensive']",4,familiar_yes,meaning,proper_noun_no,formal_no
jesus christ,3312734,377,1,"[3, 3, 3, 2, 3]",2.8,0.4,"['none', 'none', 'none', 'non_offensive', 'none']",6,familiar_yes,meaning,proper_noun_yes,formal_yes
inbred,1093538,622,1,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",5,familiar_yes,meaning,proper_noun_no,formal_unclear
shannon,3013250,1880,1,"[2, 2, 3, 3, 3]",2.6,0.489897949,"['none', 'non_offensive', 'non_offensive', 'none', 'none']",6,familiar_no,both,proper_noun_yes,formal_no
ruddle,7918105,1,2,"[3, 1, 3, 2, 2]",2.2,0.748331477,"['non_offensive', 'non_offensive', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
sarcast,6139219,3,1,"[1, 1, 1, 1, 2]",1.2,0.4,"['none', 'none', 'none', 'none', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
hardcore dancing,961426,290,1,"[1, 1, 2, 1, 1]",1.2,0.4,"['non_offensive', 'none', 'none', 'none', 'none']",6,familiar_no,both,proper_noun_no,formal_no
boggart,1272724,28,1,"[2, 2, 1, 2, 1]",1.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
applejack,6904521,3,2,"[2, 3, 1, 3, 1]",2,0.894427191,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,both,proper_noun_no,formal_yes
shooby,3625782,20,0,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
homunculus,571606,-26,2,"[3, 3, 3, 1, 1]",2.2,0.979795897,"['none', 'none', 'non_offensive', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
oj simpson,2419666,354,1,"[2, 3, 3, 3, 3]",2.8,0.4,"['none', 'none', 'all_offensive', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_unclear
texas left,4249627,-23,2,"[2, 1, 1, 1, 1]",1.2,0.4,"['non_offensive', 'none', 'none', 'none', 'none']",1,familiar_no,meaning,proper_noun_no,formal_no
yaritza,7325800,-146,2,"[1, 3, 3, 3, 3]",2.6,0.8,"['none', 'none', 'none', 'none', 'non_offensive']",2,familiar_yes,both,proper_noun_yes,formal_yes
hippy,2804590,488,1,"[1, 2, 1, 1, 1]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
potato sack,1692307,51,1,"[3, 2, 2, 1, 2]",2,0.632455532,"['all_offensive', 'non_offensive', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
happy slap,922463,460,0,"[1, 2, 3, 2, 2]",2,0.632455532,"['all_offensive', 'none', 'none', 'none', 'none']",4,familiar_yes,meaning,proper_noun_no,formal_no
jacking off,3847390,65,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'all_offensive', 'none']",5,familiar_yes,meaning,proper_noun_no,formal_no
tyrone biggums,613319,581,1,"[3, 3, 3, 3, 2]",2.8,0.4,"['none', 'all_offensive', 'all_offensive', 'non_offensive', 'all_offensive']",3,familiar_yes,meaning,proper_noun_no,formal_no
heroin,345630,-142,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'all_offensive']",5,familiar_no,meaning,proper_noun_no,formal_no
favre,3398875,112,0,"[1, 3, 3, 2, 3]",2.4,0.8,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
wardrobe malfunction,811340,377,1,"[3, 3, 2, 3, 2]",2.6,0.489897949,"['none', 'non_offensive', 'none', 'none', 'non_offensive']",4,familiar_yes,meaning,proper_noun_no,formal_yes
drive by,68865,-37,2,"[1, 2, 3, 2, 2]",2,0.632455532,"['non_offensive', 'none', 'none', 'none', 'non_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
cardcaptors,707780,-47,2,"[2, 3, 3, 3, 3]",2.8,0.4,"['none', 'non_offensive', 'none', 'none', 'non_offensive']",2,familiar_yes,meaning,proper_noun_yes,formal_no
