definition,log_bin,score,word,freq,familiar,familiar_1,familiar_2,familiar_3,formal,formal_1,formal_2,formal_3,meaning_opinion,meaning_opinion_1,meaning_opinion_2,meaning_opinion_3,proper_noun,proper_noun_1,proper_noun_2,proper_noun_3
1363172,3,-39,f a b,13,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
217094,6,4869,1337,123,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,both,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
389737,6,3276,lame,80,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,both,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
8193497,2,0,hijacking,5,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1664777,0,0,lyll,1,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
6122279,9,19339,hipster,512,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_unclear,meaning,meaning,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2263894,8,3072,noob,305,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_yes,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
4320350,0,-2,totes ana,1,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1652194,6,2495,high,108,familiar_yes,familiar_yes,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,both,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
4472222,2,110,psn,7,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,both,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
266378,4,42,chore,23,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
6528098,6,-1,bk,86,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5296854,1,0,backall,2,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
704246,2,40,lucky boys confusion,7,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,opinion,opinion,opinion,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
820907,4,580,marta,22,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5766403,3,62,yuma,11,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,opinion,meaning,opinion,opinion,proper_noun_no,proper_noun_yes,proper_noun_no,proper_noun_no
2194356,2,3,chinzan,5,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_yes,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
3066198,2,-7,dr. d,4,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
2602868,3,126,david letterman,8,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_no,formal_yes,formal_no,formal_no,meaning,meaning,opinion,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
352706,4,617,kamehameha,20,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_unclear,formal_no,meaning,meaning,both,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
890612,6,-13,frosty,69,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,opinion,meaning,opinion,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
2696921,2,5,man nog,4,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1657061,5,938,deviantart,39,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_unclear,formal_no,both,both,both,opinion,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
11361,5,83,lime,32,familiar_yes,familiar_no,familiar_yes,familiar_yes,formal_yes,formal_yes,formal_yes,formal_yes,opinion,opinion,opinion,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
1065588,5,101,pack,32,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2863390,5,15,yaoi,48,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,both,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2255094,2,26,zactly,6,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1356334,7,-362,marijuana,163,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_yes,opinion,opinion,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
518425,2,21,methuselah,4,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,opinion,meaning,meaning,proper_noun_no,proper_noun_yes,proper_noun_no,proper_noun_no
3749442,5,2990,benjamin,49,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_unclear,formal_unclear,formal_unclear,formal_yes,both,both,meaning,opinion,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
3418,7,3184,ish,136,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5798484,7,11,cat,155,familiar_yes,familiar_yes,familiar_yes,familiar_yes,formal_yes,formal_yes,formal_yes,formal_no,meaning,meaning,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_no,proper_noun_yes
1250594,5,30,kitten,46,familiar_no,familiar_no,familiar_yes,familiar_no,formal_yes,formal_yes,formal_yes,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
888672,6,-11,chingy,71,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_unclear,both,opinion,meaning,both,proper_noun_yes,proper_noun_yes,proper_noun_no,proper_noun_yes
1117131,5,1837,limewire,35,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_yes,formal_yes,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_no,proper_noun_yes
3559291,3,96,snowmageddon,9,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
6973323,0,0,sticker bliss,1,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_yes,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5642272,5,-39,forking,33,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
3890912,5,-63,robert pattinson,49,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,opinion,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
4228686,5,1291,dominic,38,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_yes,formal_no,opinion,opinion,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
4138961,2,265,the y,4,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
559902,7,8324,ricer,156,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
898619,2,17,lucky boys confusion,7,familiar_no,familiar_no,familiar_no,familiar_no,formal_unclear,formal_yes,formal_no,formal_unclear,opinion,both,opinion,opinion,proper_noun_yes,proper_noun_yes,proper_noun_no,proper_noun_yes
871498,2,7,ballsnack,4,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
6210069,5,2,boob,42,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
2937541,6,6639,epic fail,105,familiar_no,familiar_yes,familiar_no,familiar_no,formal_unclear,formal_yes,formal_no,formal_unclear,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
3160910,7,2663,scott,128,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_yes,both,opinion,both,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
1309198,3,173,panama,8,familiar_yes,familiar_yes,familiar_yes,familiar_no,formal_yes,formal_yes,formal_yes,formal_no,both,meaning,both,both,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
5877615,0,-5,gwappa,1,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,both,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
261728,7,1310,ripped,136,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_unclear,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
664,7,2254,booty,147,familiar_yes,familiar_yes,familiar_yes,familiar_yes,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1252708,7,-6,random,150,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
354944,7,2162,pwned,198,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2458098,3,141,boss hogg,9,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
111994,6,3854,gg,116,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5968143,7,0,david,198,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,opinion,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
6427882,3,46,niff,14,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_yes,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_no
2822000,3,-5,bross,8,familiar_no,familiar_yes,familiar_no,familiar_no,formal_yes,formal_yes,formal_no,formal_yes,meaning,meaning,meaning,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
895631,4,2,rhombus,26,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
869407,6,-13,dime,92,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
8781599,4,252,undertale,21,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1507286,5,282,rainbow,43,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
525732,6,726,cool beans,71,familiar_yes,familiar_yes,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
338225,4,488,rj,27,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,opinion,opinion,meaning,opinion,proper_noun_yes,proper_noun_yes,proper_noun_no,proper_noun_yes
85007,4,28,gription,28,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_unclear,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_yes,proper_noun_no,proper_noun_no
2820159,2,26,the professor,5,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_unclear,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
233612,5,25,yard sale,34,familiar_yes,familiar_no,familiar_yes,familiar_yes,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,both,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
1135689,2,13,billion,6,familiar_yes,familiar_yes,familiar_yes,familiar_yes,formal_yes,formal_yes,formal_yes,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
660914,2,-3,e-man,4,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1008621,1,-11,chiefy,3,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_yes,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
827228,6,1215,chronic,68,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
611885,4,419,seen,30,familiar_no,familiar_no,familiar_yes,familiar_no,formal_yes,formal_no,formal_yes,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
4212635,2,-108,soyl,4,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
4019673,4,625,community college,30,familiar_yes,familiar_no,familiar_yes,familiar_yes,formal_yes,formal_no,formal_yes,formal_yes,opinion,opinion,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
282309,5,140,scooby,33,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
7917228,8,6564,fuckboy,299,familiar_yes,familiar_yes,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
3457746,4,173,darcy,23,familiar_no,familiar_no,familiar_no,familiar_no,formal_yes,formal_yes,formal_no,formal_yes,opinion,opinion,opinion,opinion,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
1073790,6,233,mac,96,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
6743067,2,3,facting,5,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_yes,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
3222986,5,-20,boomer,37,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_no,opinion,opinion,meaning,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
8072252,3,0,fucktion,10,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,both,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2986678,6,3159,anna,84,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,opinion,meaning,opinion,opinion,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
1777407,6,136,reggaeton,70,familiar_no,familiar_no,familiar_yes,familiar_no,formal_yes,formal_yes,formal_yes,formal_unclear,opinion,meaning,opinion,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
4775125,5,-10,joker,33,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
2196622,2,3,chinzan,5,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
3606550,6,4035,melissa,92,familiar_no,familiar_yes,familiar_no,familiar_no,formal_yes,formal_no,formal_yes,formal_yes,opinion,meaning,opinion,opinion,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
65093,5,3968,ignoranus,37,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2141192,2,-7,overt,5,familiar_no,familiar_no,familiar_no,familiar_no,formal_yes,formal_no,formal_yes,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
99047,5,165,wad,45,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_yes,formal_no,formal_no,meaning,opinion,meaning,meaning,proper_noun_no,proper_noun_yes,proper_noun_no,proper_noun_no
34694,6,2433,bump,79,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
3027699,1,5,st georges day,2,familiar_no,familiar_no,familiar_no,familiar_no,formal_yes,formal_yes,formal_yes,formal_no,both,meaning,both,opinion,proper_noun_no,proper_noun_yes,proper_noun_no,proper_noun_no
171999,7,2124,mcdonalds,221,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_yes,formal_yes,formal_no,formal_yes,opinion,opinion,opinion,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
7219720,1,5,penis burger,2,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1203515,3,650,meatwad,9,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_no,both,meaning,opinion,both,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
762844,3,-74,lowe,10,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2559210,2,10,tramping,6,familiar_no,familiar_no,familiar_no,familiar_no,formal_yes,formal_no,formal_yes,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1979445,7,12711,homework,195,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,opinion,opinion,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
6575883,7,0,yolo,196,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,both,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1677276,5,924,kitten,46,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_yes,formal_yes,formal_no,formal_yes,meaning,meaning,meaning,both,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
899764,7,9046,cat,155,familiar_yes,familiar_yes,familiar_yes,familiar_yes,formal_yes,formal_yes,formal_yes,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
3878434,7,1874,creeper,232,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_yes,formal_no,both,opinion,both,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
609151,6,845,football,84,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_yes,formal_yes,formal_no,formal_yes,meaning,meaning,meaning,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
119758,7,817,gank,154,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,both,meaning,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
1273134,6,1420,scotland,73,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_no,formal_yes,formal_no,opinion,opinion,both,opinion,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
4131807,7,181,chris,247,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
3034806,4,1287,dana,26,familiar_no,familiar_no,familiar_yes,familiar_no,formal_yes,formal_yes,formal_yes,formal_no,opinion,opinion,opinion,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_no
2843047,3,-1,chaud,8,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_yes,formal_no,formal_no,meaning,meaning,both,meaning,proper_noun_no,proper_noun_yes,proper_noun_no,proper_noun_no
4907546,7,-333,woman,134,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_yes,formal_no,formal_no,opinion,meaning,opinion,opinion,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
53464,6,5990,star wars,66,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_yes,formal_no,formal_no,meaning,opinion,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
1949638,3,-37,chobo,10,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_yes,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_yes,proper_noun_no,proper_noun_no
137324,6,437,gimp,84,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
508851,5,-14,yeah,40,familiar_yes,familiar_no,familiar_yes,familiar_yes,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1020227,3,522,entourage,9,familiar_yes,familiar_yes,familiar_yes,familiar_yes,formal_no,formal_yes,formal_no,formal_no,meaning,opinion,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
4700528,3,-1,fiddle faddle,10,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
4117910,1,0,igno,3,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2016360,4,-11,fagbag,27,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2429212,4,3,supra,26,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_yes,opinion,opinion,opinion,opinion,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_no
187047,2,102,egit,4,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
419923,2,15,beaver cleaver,6,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,both,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
4131716,1,-1,skited,2,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
862371,8,18316,paris hilton,258,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
304453,2,17,kier,4,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
402305,6,881,chingy,71,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,both,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
816451,5,18,baliwood,34,familiar_no,familiar_yes,familiar_no,familiar_no,formal_yes,formal_yes,formal_no,formal_yes,meaning,both,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1491005,2,2,ubu,6,familiar_yes,familiar_yes,familiar_yes,familiar_no,formal_no,formal_yes,formal_no,formal_no,opinion,both,opinion,opinion,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
1354005,5,176,xanga,52,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_yes,formal_no,opinion,meaning,opinion,opinion,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
808377,2,-52,value village,4,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
3859923,2,38,boggart,6,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
